Row Labels,Average of NO2 Mean,Average of O3 Mean,Average of SO2 Mean,Average of CO Mean
38312,16.833333,0.022333,1.5,0.491667
38312,16.833333,0.022333,1.4875,0.358333
38312,16.833333,0.022333,1.4875,0.491667
38313,16.5,0.024583,1.208333,0.2625
38313,16.5,0.024583,1.208333,0.345833
38313,16.5,0.024583,1.1875,0.2625
38313,16.5,0.024583,1.1875,0.345833
38314,18.045455,0.014292,1.136364,0.26087
38314,18.045455,0.014292,1.136364,0.233333
38314,18.045455,0.014292,1.085714,0.26087
38314,18.045455,0.014292,1.085714,0.233333
38315,29.809524,0.006458,2.375,0.772727
38315,29.809524,0.006458,2.375,0.625
38315,29.809524,0.006458,2.35,0.772727
38315,29.809524,0.006458,2.35,0.625
38316,21.416667,0.009833,3.583333,1.0875
38316,21.416667,0.009833,3.583333,0.958333
38316,21.416667,0.009833,3.55,1.0875
38316,21.416667,0.009833,3.55,0.958333
38317,24,0.010125,3.625,0.966667
38317,24,0.010125,3.625,1.0125
38317,24,0.010125,3.575,0.966667
38317,24,0.010125,3.575,1.0125
38318,25.875,0.011167,4.833333,1.004167
38318,25.875,0.011167,4.833333,0.95
38318,25.875,0.011167,4.8,1.004167
38318,25.875,0.011167,4.8,0.95
38319,14.958333,0.019667,3.666667,0.6375
38319,14.958333,0.019667,3.666667,0.9625
38319,14.958333,0.019667,3.6375,0.6375
38319,14.958333,0.019667,3.6375,0.9625
38320,20.818182,0.009792,2.888889,0.43913
38320,20.818182,0.009792,2.888889,0.425
38320,20.818182,0.009792,2.833333,0.43913
38320,20.818182,0.009792,2.833333,0.425
38334,35.285714,0.008625,6.777778,1.668182
38334,35.285714,0.008625,6.777778,1.583333
38334,35.285714,0.008625,6.733333,1.668182
38334,35.285714,0.008625,6.733333,1.583333
38335,17.541667,0.016667,3.333333,0.708333
38335,17.541667,0.016667,3.333333,1.020833
38335,17.541667,0.016667,3.483333,0.708333
38335,17.541667,0.016667,3.483333,1.020833
38336,34.428571,0.008458,4.761905,1.06087
38336,34.428571,0.008458,4.761905,0.908333
38336,34.428571,0.008458,5.016667,1.06087
38336,34.428571,0.008458,5.016667,0.908333
38337,30.541667,0.016167,4.625,1.216667
38337,30.541667,0.016167,4.625,1.441667
38337,30.541667,0.016167,4.575,1.216667
38337,30.541667,0.016167,4.575,1.441667
38338,27,0.012417,2.625,0.866667
38338,27,0.012417,2.625,0.666667
38338,27,0.012417,2.6125,0.866667
38338,27,0.012417,2.6125,0.666667
38339,35.125,0.008708,5.375,1.4875
38339,35.125,0.008708,5.375,1.433333
38339,35.125,0.008708,5.35,1.4875
38339,35.125,0.008708,5.35,1.433333
38340,28,0.012125,4.083333,0.8625
38340,28,0.012125,4.083333,0.929167
38340,28,0.012125,4.05,0.8625
38340,28,0.012125,4.05,0.929167
38341,37.833333,0.009208,6.75,1.520833
38341,37.833333,0.009208,6.75,1.35
38341,37.833333,0.009208,6.7125,1.520833
38341,37.833333,0.009208,6.7125,1.35
38342,36.416667,0.006125,6.181818,1.075
38342,36.416667,0.006125,6.181818,1.241667
38342,36.416667,0.006125,6.028571,1.075
38342,36.416667,0.006125,6.028571,1.241667
38343,36.5,0.005708,4.391304,0.995652
38343,36.5,0.005708,4.391304,1.054167
38343,36.5,0.005708,4.142857,0.995652
38343,36.5,0.005708,4.142857,1.054167
38351,29.533333,0.009333,1.583333,0.583333
38351,29.533333,0.009333,1.583333,0.4375
38351,29.533333,0.009333,1.575,0.583333
38351,29.533333,0.009333,1.575,0.4375
38352,30.833333,0.004105,3.333333,0.904167
38352,30.833333,0.004105,3.333333,0.945833
38352,30.833333,0.004105,3.3,0.904167
38352,30.833333,0.004105,3.3,0.945833
38353,27.541667,0.009542,2.333333,1.2125
38353,27.541667,0.009542,2.333333,1.073684
38353,27.541667,0.009542,2.2875,1.2125
38353,27.541667,0.009542,2.2875,1.073684
38354,21.416667,0.010083,1.166667,0.441667
38354,21.416667,0.010083,1.166667,0.570833
38354,21.416667,0.010083,1.1375,0.441667
38354,21.416667,0.010083,1.1375,0.570833
38355,21.166667,0.010958,0.166667,0.225
38355,21.166667,0.010958,0.166667,0.320833
38355,21.166667,0.010958,0.15,0.225
38355,21.166667,0.010958,0.15,0.320833
38356,24.772727,0.013375,0.291667,0.254167
38356,24.772727,0.013375,0.291667,0.2
38356,24.772727,0.013375,0.275,0.254167
38356,24.772727,0.013375,0.275,0.2
38357,27.869565,0.010708,0.65,0.504348
38357,27.869565,0.010708,0.65,0.445833
38357,27.869565,0.010708,0.58,0.504348
38357,27.869565,0.010708,0.58,0.445833
38358,29.291667,0.008375,2.416667,0.683333
38358,29.291667,0.008375,2.416667,0.745833
38358,29.291667,0.008375,2.3875,0.683333
38358,29.291667,0.008375,2.3875,0.745833
38359,26.125,0.007542,0.75,0.491667
38359,26.125,0.007542,0.75,0.470833
38359,26.125,0.007542,0.7125,0.491667
38359,26.125,0.007542,0.7125,0.470833
38360,30.208333,0.003292,2.083333,0.95
38360,30.208333,0.003292,2.083333,0.775
38360,30.208333,0.003292,2.0375,0.95
38360,30.208333,0.003292,2.0375,0.775
38361,26.666667,0.006542,2.541667,0.770833
38361,26.666667,0.006542,2.541667,0.8375
38361,26.666667,0.006542,2.5125,0.770833
38361,26.666667,0.006542,2.5125,0.8375
38362,31.583333,0.0035,3.541667,1.1875
38362,31.583333,0.0035,3.541667,1.2375
38362,31.583333,0.0035,3.5,1.1875
38362,31.583333,0.0035,3.5,1.2375
38363,18.083333,0.01225,1.416667,0.270833
38363,18.083333,0.01225,1.416667,0.475
38363,18.083333,0.01225,1.4,0.270833
38363,18.083333,0.01225,1.4,0.475
38364,28.318182,0.009333,0.181818,0.4
38364,28.318182,0.009333,0.181818,0.225
38364,28.318182,0.009333,0.185714,0.4
38364,28.318182,0.009333,0.185714,0.225
38365,33.285714,0.006056,0.727273,0.821739
38365,33.285714,0.006056,0.727273,0.7375
38365,33.285714,0.006056,0.766667,0.821739
38365,33.285714,0.006056,0.766667,0.7375
38366,42.041667,0.0035,1.416667,1.566667
38366,42.041667,0.0035,1.416667,1.445833
38366,42.041667,0.0035,1.3875,1.566667
38366,42.041667,0.0035,1.3875,1.445833
38367,37.041667,0.004708,1.333333,1.5375
38367,37.041667,0.004708,1.333333,1.6
38367,37.041667,0.004708,1.325,1.5375
38367,37.041667,0.004708,1.325,1.6
38368,37.833333,0.00675,1.458333,1.533333
38368,37.833333,0.00675,1.458333,1.441667
38368,37.833333,0.00675,1.4375,1.533333
38368,37.833333,0.00675,1.4375,1.441667
38369,45.916667,0.005167,2.5,1.795833
38369,45.916667,0.005167,2.5,1.983333
38369,45.916667,0.005167,2.4875,1.795833
38369,45.916667,0.005167,2.4875,1.983333
38370,37.916667,0.008292,2.791667,1.4375
38370,37.916667,0.008292,2.791667,1.483333
38370,37.916667,0.008292,2.75,1.4375
38370,37.916667,0.008292,2.75,1.483333
38371,42.227273,0.010417,3.391304,1.573913
38371,42.227273,0.010417,3.391304,1.495833
38371,42.227273,0.010417,3.585714,1.573913
38371,42.227273,0.010417,3.585714,1.495833
38372,40.333333,0.007708,2.571429,1.4
38372,40.333333,0.007708,2.571429,1.416667
38372,40.333333,0.007708,2.466667,1.4
38372,40.333333,0.007708,2.466667,1.416667
38373,31.636364,0.0045,1.875,0.729167
38373,31.636364,0.0045,1.875,0.920833
38373,31.636364,0.0045,1.8375,0.729167
38373,31.636364,0.0045,1.8375,0.920833
38374,25.875,0.012625,1.25,0.616667
38374,25.875,0.012625,1.25,0.516667
38374,25.875,0.012625,1.225,0.616667
38374,25.875,0.012625,1.225,0.516667
38375,18.5,0.021208,1.125,0.55
38375,18.5,0.021208,1.125,0.508333
38375,18.5,0.021208,1.1125,0.55
38375,18.5,0.021208,1.1125,0.508333
38376,22.166667,0.0125,0.5,0.570833
38376,22.166667,0.0125,0.5,0.625
38376,22.166667,0.0125,0.4875,0.570833
38376,22.166667,0.0125,0.4875,0.625
38377,25.958333,0.010042,0.708333,0.729167
38377,25.958333,0.010042,0.708333,0.741667
38377,25.958333,0.010042,0.6875,0.729167
38377,25.958333,0.010042,0.6875,0.741667
38378,27.681818,0.003792,0.869565,0.678261
38378,27.681818,0.003792,0.869565,0.775
38378,27.681818,0.003792,0.9,0.678261
38378,27.681818,0.003792,0.9,0.775
38379,19.958333,0.015542,0.875,0.379167
38379,19.958333,0.015542,0.875,0.3125
38379,19.958333,0.015542,0.8625,0.379167
38379,19.958333,0.015542,0.8625,0.3125
38380,26.583333,0.011,1.125,0.820833
38380,26.583333,0.011,1.125,0.791667
38380,26.583333,0.011,1.1125,0.820833
38380,26.583333,0.011,1.1125,0.791667
38381,21.541667,0.012875,0.708333,0.4
38381,21.541667,0.012875,0.708333,0.533333
38381,21.541667,0.012875,0.7,0.4
38381,21.541667,0.012875,0.7,0.533333
38382,25.5,0.0135,0.583333,0.804167
38382,25.5,0.0135,0.583333,0.641667
38382,25.5,0.0135,0.5625,0.804167
38382,25.5,0.0135,0.5625,0.641667
38383,25.636364,0.010167,0.681818,0.682609
38383,25.636364,0.010167,0.681818,0.820833
38383,25.636364,0.010167,0.583333,0.682609
38383,25.636364,0.010167,0.583333,0.820833
38384,29.791667,0.012375,1.454545,0.808333
38384,29.791667,0.012375,1.454545,0.816667
38384,29.791667,0.012375,1.266667,0.808333
38384,29.791667,0.012375,1.266667,0.816667
38385,29.714286,0.014875,1.181818,0.56087
38385,29.714286,0.014875,1.181818,0.5375
38385,29.714286,0.014875,1.228571,0.56087
38385,29.714286,0.014875,1.228571,0.5375
38386,17.708333,0.021458,0.636364,0.270833
38386,17.708333,0.021458,0.636364,0.3125
38386,17.708333,0.021458,0.614286,0.270833
38386,17.708333,0.021458,0.614286,0.3125
38387,25.090909,0.01425,1.045455,0.395455
38387,25.090909,0.01425,1.045455,0.391667
38387,25.090909,0.01425,1.033333,0.395455
38387,25.090909,0.01425,1.033333,0.391667
38388,24.625,0.018083,1.333333,0.458333
38388,24.625,0.018083,1.333333,0.495833
38388,24.625,0.018083,1.325,0.458333
38388,24.625,0.018083,1.325,0.495833
38389,21.916667,0.017167,0.916667,0.408333
38389,21.916667,0.017167,0.916667,0.379167
38389,21.916667,0.017167,0.9,0.408333
38389,21.916667,0.017167,0.9,0.379167
38390,22,0.019,0.681818,0.33913
38390,22,0.019,0.681818,0.354167
38390,22,0.019,0.65,0.33913
38390,22,0.019,0.65,0.354167
38391,32.291667,0.010208,1.75,1.033333
38391,32.291667,0.010208,1.75,0.95
38391,32.291667,0.010208,1.725,1.033333
38391,32.291667,0.010208,1.725,0.95
38392,34.090909,0.01175,2.454545,1.013043
38392,34.090909,0.01175,2.454545,1.05
38392,34.090909,0.01175,2.228571,1.013043
38392,34.090909,0.01175,2.228571,1.05
38393,28.875,0.015542,1.25,0.675
38393,28.875,0.015542,1.25,0.8
38393,28.875,0.015542,1.225,0.675
38393,28.875,0.015542,1.225,0.8
38394,19.833333,0.007083,0.041667,0.283333
38394,19.833333,0.007083,0.041667,0.266667
38394,19.833333,0.007083,0.0375,0.283333
38394,19.833333,0.007083,0.0375,0.266667
38395,17,0.018292,0,0.25
38395,17,0.018292,0,0.233333
38395,17,0.018292,0,0.25
38395,17,0.018292,0,0.233333
38396,23.125,0.014958,0.333333,0.6125
38396,23.125,0.014958,0.333333,0.4875
38396,23.125,0.014958,0.325,0.6125
38396,23.125,0.014958,0.325,0.4875
38397,30.727273,0.009708,0.863636,0.8
38397,30.727273,0.009708,0.863636,0.8
38397,30.727273,0.009708,0.8,0.8
38397,30.727273,0.009708,0.8,0.8
38398,37.416667,0.002667,1.5,1.058333
38398,37.416667,0.002667,1.5,1.0625
38398,37.416667,0.002667,1.4625,1.058333
38398,37.416667,0.002667,1.4625,1.0625
38399,37.727273,0.00775,1.347826,1.213043
38399,37.727273,0.00775,1.347826,1.245833
38399,37.727273,0.00775,1.157143,1.213043
38399,37.727273,0.00775,1.157143,1.245833
38400,29.125,0.006083,1.125,0.820833
38400,29.125,0.006083,1.125,0.904167
38400,29.125,0.006083,1.1,0.820833
38400,29.125,0.006083,1.1,0.904167
38401,25.25,0.008833,0.291667,0.5375
38401,25.25,0.008833,0.291667,0.5375
38401,25.25,0.008833,0.2875,0.5375
38401,25.25,0.008833,0.2875,0.5375
38402,20.125,0.018417,0.166667,0.308333
38402,20.125,0.018417,0.166667,0.3375
38402,20.125,0.018417,0.15,0.308333
38402,20.125,0.018417,0.15,0.3375
38403,18.583333,0.015833,0.333333,0.370833
38403,18.583333,0.015833,0.333333,0.3375
38403,18.583333,0.015833,0.3,0.370833
38403,18.583333,0.015833,0.3,0.3375
38404,17.958333,0.016292,0.208333,0.308333
38404,17.958333,0.016292,0.208333,0.379167
38404,17.958333,0.016292,0.2,0.308333
38404,17.958333,0.016292,0.2,0.379167
38405,18.875,0.01325,0.166667,0.316667
38405,18.875,0.01325,0.166667,0.291667
38405,18.875,0.01325,0.15,0.316667
38405,18.875,0.01325,0.15,0.291667
38406,21.454545,0.024167,0.863636,0.369565
38406,21.454545,0.024167,0.863636,0.416667
38406,21.454545,0.024167,0.842857,0.369565
38406,21.454545,0.024167,0.842857,0.416667
38407,25.416667,0.018583,0.25,0.358333
38407,25.416667,0.018583,0.25,0.329167
38407,25.416667,0.018583,0.2375,0.358333
38407,25.416667,0.018583,0.2375,0.329167
38408,29.136364,0.015083,0.909091,0.666667
38408,29.136364,0.015083,0.909091,0.604167
38408,29.136364,0.015083,0.916667,0.666667
38408,29.136364,0.015083,0.916667,0.604167
38409,21.583333,0.020292,0.625,0.45
38409,21.583333,0.020292,0.625,0.5375
38409,21.583333,0.020292,0.6125,0.45
38409,21.583333,0.020292,0.6125,0.5375
38410,23.5,0.023,0.833333,0.495833
38410,23.5,0.023,0.833333,0.4375
38410,23.5,0.023,0.8125,0.495833
38410,23.5,0.023,0.8125,0.4375
38411,27.333333,0.018542,0.875,0.418182
38411,27.333333,0.018542,0.875,0.429167
38411,27.333333,0.018542,0.85,0.418182
38411,27.333333,0.018542,0.85,0.429167
38412,30.791667,0.017,1.125,0.7
38412,30.791667,0.017,1.125,0.670833
38412,30.791667,0.017,1.1,0.7
38412,30.791667,0.017,1.1,0.670833
38413,30.090909,0.015458,1.130435,0.686364
38413,30.090909,0.015458,1.130435,0.641667
38413,30.090909,0.015458,1.114286,0.686364
38413,30.090909,0.015458,1.114286,0.641667
38414,28.208333,0.012917,1.333333,0.881818
38414,28.208333,0.012917,1.333333,0.841667
38414,28.208333,0.012917,1.325,0.881818
38414,28.208333,0.012917,1.325,0.841667
38415,20.25,0.0245,0.833333,0.608333
38415,20.25,0.0245,0.833333,0.758333
38415,20.25,0.0245,0.825,0.608333
38415,20.25,0.0245,0.825,0.758333
38416,16.916667,0.019583,0.125,0.545833
38416,16.916667,0.019583,0.125,0.533333
38416,16.916667,0.019583,0.1125,0.545833
38416,16.916667,0.019583,0.1125,0.533333
38417,20.833333,0.018208,0.458333,0.704167
38417,20.833333,0.018208,0.458333,0.629167
38417,20.833333,0.018208,0.45,0.704167
38417,20.833333,0.018208,0.45,0.629167
38418,23.818182,0.012917,1.272727,0.913636
38418,23.818182,0.012917,1.272727,0.904167
38418,23.818182,0.012917,1.257143,0.913636
38418,23.818182,0.012917,1.257143,0.904167
38419,28.416667,0.013,1.125,0.85
38419,28.416667,0.013,1.125,0.870833
38419,28.416667,0.013,1.1125,0.85
38419,28.416667,0.013,1.1125,0.870833
38420,35.181818,0.012958,1.454545,1.013043
38420,35.181818,0.012958,1.454545,0.875
38420,35.181818,0.012958,1.433333,1.013043
38420,35.181818,0.012958,1.433333,0.875
38421,34.75,0.014875,1.375,0.8625
38421,34.75,0.014875,1.375,0.941667
38421,34.75,0.014875,1.35,0.8625
38421,34.75,0.014875,1.35,0.941667
38422,37.583333,0.0165,1.833333,1.220833
38422,37.583333,0.0165,1.833333,1.183333
38422,37.583333,0.0165,1.7875,1.220833
38422,37.583333,0.0165,1.7875,1.183333
38423,27.458333,0.02075,1.833333,0.8875
38423,27.458333,0.02075,1.833333,0.929167
38423,27.458333,0.02075,1.8125,0.8875
38423,27.458333,0.02075,1.8125,0.929167
38424,20.291667,0.029,1.25,0.5375
38424,20.291667,0.029,1.25,0.670833
38424,20.291667,0.029,1.2375,0.5375
38424,20.291667,0.029,1.2375,0.670833
38425,19.375,0.029708,0.958333,0.379167
38425,19.375,0.029708,0.958333,0.429167
38425,19.375,0.029708,0.925,0.379167
38425,19.375,0.029708,0.925,0.429167
38426,19.916667,0.027125,1,0.270833
38426,19.916667,0.027125,1,0.25
38426,19.916667,0.027125,1,0.270833
38426,19.916667,0.027125,1,0.25
38427,29.863636,0.019625,1.409091,0.552174
38427,29.863636,0.019625,1.409091,0.5
38427,29.863636,0.019625,1.483333,0.552174
38427,29.863636,0.019625,1.483333,0.5
38428,32.583333,0.0175,1.625,0.65
38428,32.583333,0.0175,1.625,0.641667
38428,32.583333,0.0175,1.6,0.65
38428,32.583333,0.0175,1.6,0.641667
38429,29.333333,0.02175,1.5,0.529167
38429,29.333333,0.02175,1.5,0.595833
38429,29.333333,0.02175,1.475,0.529167
38429,29.333333,0.02175,1.475,0.595833
38430,16.708333,0.030792,1.041667,0.420833
38430,16.708333,0.030792,1.041667,0.429167
38430,16.708333,0.030792,1.0375,0.420833
38430,16.708333,0.030792,1.0375,0.429167
38431,15.916667,0.023542,1.041667,0.4375
38431,15.916667,0.023542,1.041667,0.433333
38431,15.916667,0.023542,1.0375,0.4375
38431,15.916667,0.023542,1.0375,0.433333
38432,27.681818,0.020542,1.181818,0.604545
38432,27.681818,0.020542,1.181818,0.583333
38432,27.681818,0.020542,1.171429,0.604545
38432,27.681818,0.020542,1.171429,0.583333
38433,28.958333,0.020458,1.625,0.620833
38433,28.958333,0.020458,1.625,0.591667
38433,28.958333,0.020458,1.6,0.620833
38433,28.958333,0.020458,1.6,0.591667
38434,18.909091,0.033667,1.136364,0.413043
38434,18.909091,0.033667,1.136364,0.491667
38434,18.909091,0.033667,1.142857,0.413043
38434,18.909091,0.033667,1.142857,0.491667
38435,15.916667,0.032458,1.208333,0.3875
38435,15.916667,0.032458,1.208333,0.3875
38435,15.916667,0.032458,1.2,0.3875
38435,15.916667,0.032458,1.2,0.3875
38436,19.375,0.02575,1.041667,0.4
38436,19.375,0.02575,1.041667,0.408333
38436,19.375,0.02575,1.0375,0.4
38436,19.375,0.02575,1.0375,0.408333
38437,22,0.025167,1.125,0.445833
38437,22,0.025167,1.125,0.404167
38437,22,0.025167,1.1125,0.445833
38437,22,0.025167,1.1125,0.404167
38438,27.333333,0.021917,1.5,0.608333
38438,27.333333,0.021917,1.5,0.566667
38438,27.333333,0.021917,1.475,0.608333
38438,27.333333,0.021917,1.475,0.566667
38439,25.083333,0.031167,1.75,0.4875
38439,25.083333,0.031167,1.75,0.620833
38439,25.083333,0.031167,1.7375,0.4875
38439,25.083333,0.031167,1.7375,0.620833
38440,13.458333,0.036167,1.208333,0.25
38440,13.458333,0.036167,1.208333,0.2375
38440,13.458333,0.036167,1.1875,0.25
38440,13.458333,0.036167,1.1875,0.2375
38441,24.380952,0.026417,1.26087,0.369565
38441,24.380952,0.026417,1.26087,0.383333
38441,24.380952,0.026417,1.271429,0.369565
38441,24.380952,0.026417,1.271429,0.383333
38442,15.166667,0.03525,1.041667,0.204167
38442,15.166667,0.03525,1.041667,0.220833
38442,15.166667,0.03525,1.0375,0.204167
38442,15.166667,0.03525,1.0375,0.220833
38443,22.625,0.026792,1.458333,0.316667
38443,22.625,0.026792,1.458333,0.258333
38443,22.625,0.026792,1.45,0.316667
38443,22.625,0.026792,1.45,0.258333
38444,29.208333,0.025917,1.625,0.5125
38444,29.208333,0.025917,1.625,0.429167
38444,29.208333,0.025917,1.5875,0.5125
38444,29.208333,0.025917,1.5875,0.429167
38445,20.666667,0.033833,1.541667,0.420833
38445,20.666667,0.033833,1.541667,0.5875
38445,20.666667,0.033833,1.5125,0.420833
38445,20.666667,0.033833,1.5125,0.5875
38446,25.363636,0.030167,2.727273,0.340909
38446,25.363636,0.030167,2.727273,0.358333
38446,25.363636,0.030167,1.533333,0.340909
38446,25.363636,0.030167,1.533333,0.358333
38447,29.521739,0.027667,1.434783,0.431818
38447,29.521739,0.027667,1.434783,0.366667
38447,29.521739,0.027667,1.442857,0.431818
38447,29.521739,0.027667,1.442857,0.366667
38448,36.565217,0.022792,2.086957,0.895652
38448,36.565217,0.022792,2.086957,0.770833
38448,36.565217,0.022792,2.071429,0.895652
38448,36.565217,0.022792,2.071429,0.770833
38449,31.875,0.03625,2.291667,0.8875
38449,31.875,0.03625,2.291667,1.008333
38449,31.875,0.03625,2.25,0.8875
38449,31.875,0.03625,2.25,1.008333
38450,15.458333,0.0445,1.708333,0.379167
38450,15.458333,0.0445,1.708333,0.395833
38450,15.458333,0.0445,1.6875,0.379167
38450,15.458333,0.0445,1.6875,0.395833
38451,9.666667,0.040458,1.125,0.304167
38451,9.666667,0.040458,1.125,0.341667
38451,9.666667,0.040458,1.1125,0.304167
38451,9.666667,0.040458,1.1125,0.341667
38452,17.708333,0.0265,1,0.379167
38452,17.708333,0.0265,1,0.383333
38452,17.708333,0.0265,1,0.379167
38452,17.708333,0.0265,1,0.383333
38453,28.041667,0.023792,1.625,0.679167
38453,28.041667,0.023792,1.625,0.541667
38453,28.041667,0.023792,1.5875,0.679167
38453,28.041667,0.023792,1.5875,0.541667
38454,38.571429,0.024333,1.73913,0.747826
38454,38.571429,0.024333,1.73913,0.7125
38454,38.571429,0.024333,1.785714,0.747826
38454,38.571429,0.024333,1.785714,0.7125
38455,36.583333,0.027542,2.333333,0.795833
38455,36.583333,0.027542,2.333333,0.933333
38455,36.583333,0.027542,2.3125,0.795833
38455,36.583333,0.027542,2.3125,0.933333
38456,33.875,0.029625,2.125,0.591667
38456,33.875,0.029625,2.125,0.641667
38456,33.875,0.029625,2.1,0.591667
38456,33.875,0.029625,2.1,0.641667
38457,40.333333,0.024792,2.375,0.770833
38457,40.333333,0.024792,2.375,0.554167
38457,40.333333,0.024792,2.35,0.770833
38457,40.333333,0.024792,2.35,0.554167
38458,35.083333,0.03575,2.416667,0.875
38458,35.083333,0.03575,2.416667,0.975
38458,35.083333,0.03575,2.4,0.875
38458,35.083333,0.03575,2.4,0.975
38459,22.083333,0.033875,1.75,0.4125
38459,22.083333,0.033875,1.75,0.55
38459,22.083333,0.033875,1.7375,0.4125
38459,22.083333,0.033875,1.7375,0.55
38460,15.782609,0.035667,1.818182,0.256522
38460,15.782609,0.035667,1.818182,0.316667
38460,15.782609,0.035667,1.785714,0.256522
38460,15.782609,0.035667,1.785714,0.316667
38461,19.380952,0.035542,1.478261,0.247826
38461,19.380952,0.035542,1.478261,0.254167
38461,19.380952,0.035542,1.457143,0.247826
38461,19.380952,0.035542,1.457143,0.254167
38462,25.958333,0.031917,2,0.395833
38462,25.958333,0.031917,2,0.366667
38462,25.958333,0.031917,1.9875,0.395833
38462,25.958333,0.031917,1.9875,0.366667
38463,36.333333,0.028292,2.5,0.654167
38463,36.333333,0.028292,2.5,0.483333
38463,36.333333,0.028292,2.45,0.654167
38463,36.333333,0.028292,2.45,0.483333
38464,39.708333,0.026042,1.958333,0.634783
38464,39.708333,0.026042,1.958333,0.791667
38464,39.708333,0.026042,1.925,0.634783
38464,39.708333,0.026042,1.925,0.791667
38465,20.583333,0.0285,1.541667,0.404167
38465,20.583333,0.0285,1.541667,0.45
38465,20.583333,0.0285,1.525,0.404167
38465,20.583333,0.0285,1.525,0.45
38466,8.333333,0.033583,1.125,0.225
38466,8.333333,0.033583,1.125,0.2375
38466,8.333333,0.033583,1.125,0.225
38466,8.333333,0.033583,1.125,0.2375
38467,18.083333,0.025458,1.166667,0.3875
38467,18.083333,0.025458,1.166667,0.3375
38467,18.083333,0.025458,1.15,0.3875
38467,18.083333,0.025458,1.15,0.3375
38468,27.181818,0.028333,1.347826,0.504545
38468,27.181818,0.028333,1.347826,0.454167
38468,27.181818,0.028333,1.328571,0.504545
38468,27.181818,0.028333,1.328571,0.454167
38469,21.041667,0.031,1.333333,0.366667
38469,21.041667,0.031,1.333333,0.4875
38469,21.041667,0.031,1.3125,0.366667
38469,21.041667,0.031,1.3125,0.4875
38470,19.916667,0.024,1.458333,0.325
38470,19.916667,0.024,1.458333,0.345833
38470,19.916667,0.024,1.45,0.325
38470,19.916667,0.024,1.45,0.345833
38471,15.833333,0.027542,1.25,0.358333
38471,15.833333,0.027542,1.25,0.283333
38471,15.833333,0.027542,1.2375,0.358333
38471,15.833333,0.027542,1.2375,0.283333
38472,26.083333,0.022208,1.75,0.575
38472,26.083333,0.022208,1.75,0.508333
38472,26.083333,0.022208,1.7125,0.575
38472,26.083333,0.022208,1.7125,0.508333
38473,20.791667,0.023167,1.25,0.45
38473,20.791667,0.023167,1.25,0.545833
38473,20.791667,0.023167,1.2375,0.45
38473,20.791667,0.023167,1.2375,0.545833
38474,30.411765,0.019375,1.727273,0.490909
38474,30.411765,0.019375,1.727273,0.495833
38474,30.411765,0.019375,1.8,0.490909
38474,30.411765,0.019375,1.8,0.495833
38475,26.818182,0.023375,1.590909,0.4
38475,26.818182,0.023375,1.590909,0.404167
38475,26.818182,0.023375,1.571429,0.4
38475,26.818182,0.023375,1.571429,0.404167
38476,29,0.023917,1.583333,0.4125
38476,29,0.023917,1.583333,0.4125
38476,29,0.023917,1.5625,0.4125
38476,29,0.023917,1.5625,0.4125
38477,16.125,0.026042,1.458333,0.279167
38477,16.125,0.026042,1.458333,0.341667
38477,16.125,0.026042,1.4375,0.279167
38477,16.125,0.026042,1.4375,0.341667
38478,14.25,0.02525,1.833333,0.266667
38478,14.25,0.02525,1.833333,0.245833
38478,14.25,0.02525,1.825,0.266667
38478,14.25,0.02525,1.825,0.245833
38479,18.375,0.025842,2.208333,0.345833
38479,18.375,0.025842,2.208333,0.283333
38479,18.375,0.025842,2.2,0.345833
38479,18.375,0.025842,2.2,0.283333
38481,16.875,0.028353,2.291667,0.295833
38481,16.875,0.028353,2.291667,0.316667
38481,16.875,0.028353,2.275,0.295833
38481,16.875,0.028353,2.275,0.316667
38482,12.782609,0.026667,2.090909,0.209091
38482,12.782609,0.026667,2.090909,0.204167
38482,12.782609,0.026667,2.085714,0.209091
38482,12.782609,0.026667,2.085714,0.204167
38483,26.611111,0.022143,3.055556,0.461111
38483,26.611111,0.022143,3.055556,0.46
38483,26.611111,0.022143,3.12,0.461111
38483,26.611111,0.022143,3.12,0.46
38484,25.75,0.021292,2.791667,0.383333
38484,25.75,0.021292,2.791667,0.354167
38484,25.75,0.021292,2.775,0.383333
38484,25.75,0.021292,2.775,0.354167
38485,32.217391,0.029158,3.26087,0.573913
38485,32.217391,0.029158,3.26087,0.466667
38485,32.217391,0.029158,3.271429,0.573913
38485,32.217391,0.029158,3.271429,0.466667
38488,20.227273,0.038625,2.954545,0.318182
38488,20.227273,0.038625,2.954545,0.441667
38488,20.227273,0.038625,2.928571,0.318182
38488,20.227273,0.038625,2.928571,0.441667
38489,15.3,0.029905,2.363636,0.186957
38489,15.3,0.029905,2.363636,0.170833
38489,15.3,0.029905,2.314286,0.186957
38489,15.3,0.029905,2.314286,0.170833
38490,30.791667,0.027,2.75,0.445833
38490,30.791667,0.027,2.75,0.354167
38490,30.791667,0.027,2.7375,0.445833
38490,30.791667,0.027,2.7375,0.354167
38491,34.833333,0.022,3,0.466667
38491,34.833333,0.022,3,0.55
38491,34.833333,0.022,2.975,0.466667
38491,34.833333,0.022,2.975,0.55
38492,33.583333,0.017083,4.25,0.595833
38492,33.583333,0.017083,4.25,0.516667
38492,33.583333,0.017083,4.225,0.595833
38492,33.583333,0.017083,4.225,0.516667
38493,27.541667,0.018292,3.958333,0.795833
