Row Labels,Average of NO2 Mean,Average of O3 Mean,Average of SO2 Mean,Average of CO Mean
39015,19.25,0.022042,0.083333,0.3125
39015,19.25,0.022042,0.075,0.308333
39015,19.25,0.022042,0.075,0.3125
39016,19.791667,0.019708,0.083333,0.366667
39016,19.791667,0.019708,0.083333,0.329167
39016,19.791667,0.019708,0.075,0.366667
39016,19.791667,0.019708,0.075,0.329167
39017,34.5,0.014458,1.375,0.820833
39017,34.5,0.014458,1.375,0.666667
39017,34.5,0.014458,1.35,0.820833
39017,34.5,0.014458,1.35,0.666667
39018,32.666667,0.017375,2.5,1.270833
39018,32.666667,0.017375,2.5,1.183333
39018,32.666667,0.017375,2.475,1.270833
39018,32.666667,0.017375,2.475,1.183333
39019,32.083333,0.012042,2.166667,0.7875
39019,32.083333,0.012042,2.166667,0.916667
39019,32.083333,0.012042,2.15,0.7875
39019,32.083333,0.012042,2.15,0.916667
39020,35.136364,0.013917,1.173913,0.73913
39020,35.136364,0.013917,1.173913,0.7
39020,35.136364,0.013917,1.214286,0.73913
39020,35.136364,0.013917,1.214286,0.7
39021,38.714286,0.014833,1.434783,0.778261
39021,38.714286,0.014833,1.434783,0.754167
39021,38.714286,0.014833,1.342857,0.778261
39021,38.714286,0.014833,1.342857,0.754167
39022,40.333333,0.014167,2.125,1.1
39022,40.333333,0.014167,2.125,1.075
39022,40.333333,0.014167,2.0875,1.1
39022,40.333333,0.014167,2.0875,1.075
39023,44.916667,0.011083,2.416667,1.166667
39023,44.916667,0.011083,2.416667,1.116667
39023,44.916667,0.011083,2.3875,1.166667
39023,44.916667,0.011083,2.3875,1.116667
39024,44.791667,0.012333,3.708333,1.566667
39024,44.791667,0.012333,3.708333,1.458333
39024,44.791667,0.012333,3.6875,1.566667
39024,44.791667,0.012333,3.6875,1.458333
39025,35.208333,0.01675,1.291667,0.770833
39025,35.208333,0.01675,1.291667,1.041667
39025,35.208333,0.01675,1.2625,0.770833
39025,35.208333,0.01675,1.2625,1.041667
39026,37.5,0.01525,1.25,0.979167
39026,37.5,0.01525,1.25,0.9125
39026,37.5,0.01525,1.225,0.979167
39026,37.5,0.01525,1.225,0.9125
39027,44.590909,0.009625,2.869565,1.7
39027,44.590909,0.009625,2.869565,1.6875
39027,44.590909,0.009625,3.042857,1.7
39027,44.590909,0.009625,3.042857,1.6875
39028,43.625,0.007917,3.791667,1.508333
39028,43.625,0.007917,3.791667,1.4625
39028,43.625,0.007917,3.75,1.508333
39028,43.625,0.007917,3.75,1.4625
39029,37.958333,0.009083,3.375,1.0375
39029,37.958333,0.009083,3.375,1.066667
39029,37.958333,0.009083,3.35,1.0375
39029,37.958333,0.009083,3.35,1.066667
39030,36.791667,0.01075,1.916667,0.808333
39030,36.791667,0.01075,1.916667,0.895833
39030,36.791667,0.01075,1.8875,0.808333
39030,36.791667,0.01075,1.8875,0.895833
39031,33.041667,0.016208,1.458333,0.8125
39031,33.041667,0.016208,1.458333,0.85
39031,33.041667,0.016208,1.4375,0.8125
39031,33.041667,0.016208,1.4375,0.85
39032,37.541667,0.014792,2.791667,1.0875
39032,37.541667,0.014792,2.791667,1.083333
39032,37.541667,0.014792,2.75,1.0875
39032,37.541667,0.014792,2.75,1.083333
39033,24.083333,0.023167,0.291667,0.379167
39033,24.083333,0.023167,0.291667,0.5125
39033,24.083333,0.023167,0.275,0.379167
39033,24.083333,0.023167,0.275,0.5125
39034,39,0.010042,2.173913,1.069565
39034,39,0.010042,2.173913,0.9125
39034,39,0.010042,2.228571,1.069565
39034,39,0.010042,2.228571,0.9125
39035,38.090909,0.011167,1.26087,0.913636
39035,38.090909,0.011167,1.26087,0.879167
39035,38.090909,0.011167,1.271429,0.913636
39035,38.090909,0.011167,1.271429,0.879167
39036,37.833333,0.013583,2.291667,1.15
39036,37.833333,0.013583,2.291667,1.158333
39036,37.833333,0.013583,2.275,1.15
39036,37.833333,0.013583,2.275,1.158333
39037,48.333333,0.009208,4.125,1.616667
39037,48.333333,0.009208,4.125,1.533333
39037,48.333333,0.009208,4.0875,1.616667
39037,48.333333,0.009208,4.0875,1.533333
39038,43.083333,0.009,3.875,1.491667
39038,43.083333,0.009,3.875,1.304167
39038,43.083333,0.009,3.8375,1.491667
39038,43.083333,0.009,3.8375,1.304167
39039,41.333333,0.01075,2.666667,1.425
39039,41.333333,0.01075,2.666667,1.5125
39039,41.333333,0.01075,2.6125,1.425
39039,41.333333,0.01075,2.6125,1.5125
39040,35.583333,0.014167,2.125,1.3375
39040,35.583333,0.014167,2.125,1.679167
39040,35.583333,0.014167,2.0875,1.3375
39040,35.583333,0.014167,2.0875,1.679167
39041,41.090909,0.016875,2.681818,0.777273
39041,41.090909,0.016875,2.681818,0.775
39041,41.090909,0.016875,2.771429,0.777273
39041,41.090909,0.016875,2.771429,0.775
39042,41.833333,0.013792,2.5,1.0125
39042,41.833333,0.013792,2.5,0.791667
39042,41.833333,0.013792,2.475,1.0125
39042,41.833333,0.013792,2.475,0.791667
39043,40.958333,0.011333,3.5,1.225
39043,40.958333,0.011333,3.5,1.175
39043,40.958333,0.011333,3.4625,1.225
39043,40.958333,0.011333,3.4625,1.175
39044,33.083333,0.011667,2.875,1.145833
39044,33.083333,0.011667,2.875,1.125
39044,33.083333,0.011667,2.85,1.145833
39044,33.083333,0.011667,2.85,1.125
39045,36.041667,0.006917,4.315789,1.390476
39045,36.041667,0.006917,4.315789,1.633333
39045,36.041667,0.006917,4.466667,1.390476
39045,36.041667,0.006917,4.466667,1.633333
39046,28.583333,0.011667,2.041667,0.904167
39046,28.583333,0.011667,2.041667,1.0125
39046,28.583333,0.011667,2.0125,0.904167
39046,28.583333,0.011667,2.0125,1.0125
39047,27.5,0.015375,1.666667,0.875
39047,27.5,0.015375,1.666667,0.879167
39047,27.5,0.015375,1.6375,0.875
39047,27.5,0.015375,1.6375,0.879167
39048,26.695652,0.015625,1.272727,0.6
39048,26.695652,0.015625,1.272727,0.741667
39048,26.695652,0.015625,1.242857,0.6
39048,26.695652,0.015625,1.242857,0.741667
39049,27.684211,0.019958,0.608696,0.417391
39049,27.684211,0.019958,0.608696,0.479167
39049,27.684211,0.019958,0.557143,0.417391
39049,27.684211,0.019958,0.557143,0.479167
39050,19,0.023292,0.25,0.308333
39050,19,0.023292,0.25,0.308333
39050,19,0.023292,0.2375,0.308333
39050,19,0.023292,0.2375,0.308333
39051,33.714286,0.012917,1.5,0.820833
39051,33.714286,0.012917,1.5,0.6
39051,33.714286,0.012917,1.475,0.820833
39051,33.714286,0.012917,1.475,0.6
39052,46.625,0.004792,4.25,1.579167
39052,46.625,0.004792,4.25,1.508333
39052,46.625,0.004792,4.2125,1.579167
39052,46.625,0.004792,4.2125,1.508333
39053,36.791667,0.007667,2.75,1.191667
39053,36.791667,0.007667,2.75,1.420833
39053,36.791667,0.007667,2.725,1.191667
39053,36.791667,0.007667,2.725,1.420833
39054,27.541667,0.021542,1.166667,0.570833
39054,27.541667,0.021542,1.166667,0.666667
39054,27.541667,0.021542,1.1375,0.570833
39054,27.541667,0.021542,1.1375,0.666667
39055,22.583333,0.019167,1.208333,0.558333
39055,22.583333,0.019167,1.208333,0.454167
39055,22.583333,0.019167,1.175,0.558333
39055,22.583333,0.019167,1.175,0.454167
39056,44.954545,0.010944,5.863636,1.813043
39056,44.954545,0.010944,5.863636,1.495833
39056,44.954545,0.010944,5.728571,1.813043
39056,44.954545,0.010944,5.728571,1.495833
39057,53.625,0.004083,5.708333,2.045833
39057,53.625,0.004083,5.708333,2.120833
39057,53.625,0.004083,5.675,2.045833
39057,53.625,0.004083,5.675,2.120833
39058,35.916667,0.023542,4.458333,1.308333
39058,35.916667,0.023542,4.458333,1.683333
39058,35.916667,0.023542,4.45,1.308333
39058,35.916667,0.023542,4.45,1.683333
39059,19.291667,0.021458,0.791667,0.316667
39059,19.291667,0.021458,0.791667,0.308333
39059,19.291667,0.021458,0.775,0.316667
39059,19.291667,0.021458,0.775,0.308333
39060,31.708333,0.01375,2.25,0.754167
39060,31.708333,0.01375,2.25,0.6125
39060,31.708333,0.01375,2.225,0.754167
39060,31.708333,0.01375,2.225,0.6125
39061,21.875,0.019083,1.25,0.458333
39061,21.875,0.019083,1.25,0.5875
39061,21.875,0.019083,1.2375,0.458333
39061,21.875,0.019083,1.2375,0.5875
39062,36.73913,0.007917,2.181818,0.877273
39062,36.73913,0.007917,2.181818,0.716667
39062,36.73913,0.007917,2.171429,0.877273
39062,36.73913,0.007917,2.171429,0.716667
39063,44.454545,0.005375,3.318182,1.273913
39063,44.454545,0.005375,3.318182,1.108333
39063,44.454545,0.005375,3.357143,1.273913
39063,44.454545,0.005375,3.357143,1.108333
39064,46.458333,0.00375,4.041667,1.441667
39064,46.458333,0.00375,4.041667,1.466667
39064,46.458333,0.00375,4.0125,1.441667
39064,46.458333,0.00375,4.0125,1.466667
39065,46.833333,0.004333,4.708333,1.5875
39065,46.833333,0.004333,4.708333,1.5
39065,46.833333,0.004333,4.6625,1.5875
39065,46.833333,0.004333,4.6625,1.5
39066,40.375,0.00475,7.083333,1.295833
39066,40.375,0.00475,7.083333,1.395833
39066,40.375,0.00475,7.0625,1.295833
39066,40.375,0.00475,7.0625,1.395833
39067,32.166667,0.010083,4.291667,0.770833
39067,32.166667,0.010083,4.291667,0.966667
39067,32.166667,0.010083,4.2625,0.770833
39067,32.166667,0.010083,4.2625,0.966667
39068,19.583333,0.018833,1.041667,0.5125
39068,19.583333,0.018833,1.041667,0.4875
39068,19.583333,0.018833,1.025,0.5125
39068,19.583333,0.018833,1.025,0.4875
39069,29.826087,0.010167,1.26087,0.578261
39069,29.826087,0.010167,1.26087,0.7
39069,29.826087,0.010167,1.257143,0.578261
39069,29.826087,0.010167,1.257143,0.7
39070,29.590909,0.01225,1.181818,0.536364
39070,29.590909,0.01225,1.181818,0.579167
39070,29.590909,0.01225,1.085714,0.536364
39070,29.590909,0.01225,1.085714,0.579167
39071,32.25,0.008958,1.791667,0.729167
39071,32.25,0.008958,1.791667,0.591667
39071,32.25,0.008958,1.75,0.729167
39071,32.25,0.008958,1.75,0.591667
39072,35.833333,0.006667,2.291667,0.9875
39072,35.833333,0.006667,2.291667,0.841667
39072,35.833333,0.006667,2.2625,0.9875
39072,35.833333,0.006667,2.2625,0.841667
39073,36,0.001917,2.166667,0.945833
39073,36,0.001917,2.166667,1.108333
39073,36,0.001917,2.1375,0.945833
39073,36,0.001917,2.1375,1.108333
39074,36.458333,0.003458,2.875,1.345833
39074,36.458333,0.003458,2.875,1.3125
39074,36.458333,0.003458,2.825,1.345833
39074,36.458333,0.003458,2.825,1.3125
39075,29.416667,0.008833,2.25,1.304167
39075,29.416667,0.008833,2.25,1.1125
39075,29.416667,0.008833,2.2125,1.304167
39075,29.416667,0.008833,2.2125,1.1125
39076,37.5,0.008667,3.25,1.729167
39076,37.5,0.008667,3.25,1.791667
39076,37.5,0.008667,3.2375,1.729167
39076,37.5,0.008667,3.2375,1.791667
39077,36.285714,0.005824,6.869565,1.504545
39077,36.285714,0.005824,6.869565,1.445833
39077,36.285714,0.005824,4.157143,1.504545
39077,36.285714,0.005824,4.157143,1.445833
39078,32.75,0.009417,3.5,0.7875
39078,32.75,0.009417,3.5,1.1375
39078,32.75,0.009417,3.4625,0.7875
39078,32.75,0.009417,3.4625,1.1375
39079,22.291667,0.011583,0.958333,0.320833
39079,22.291667,0.011583,0.958333,0.325
39079,22.291667,0.011583,0.95,0.320833
39079,22.291667,0.011583,0.95,0.325
39080,24.958333,0.006042,1.541667,0.825
39080,24.958333,0.006042,1.541667,0.641667
39080,24.958333,0.006042,1.525,0.825
39080,24.958333,0.006042,1.525,0.641667
39081,25.25,0.008,2.125,0.991667
39081,25.25,0.008,2.125,1.0125
39081,25.25,0.008,2.1,0.991667
39081,25.25,0.008,2.1,1.0125
39082,25.833333,0.012526,2.291667,1.1875
39082,25.833333,0.012526,2.291667,0.933333
39082,25.833333,0.012526,2.275,1.1875
39082,25.833333,0.012526,2.275,0.933333
38718,29.833333,0.011708,3.791667,1.475
38718,29.833333,0.011708,3.791667,1.3
38718,29.833333,0.011708,3.775,1.475
38718,29.833333,0.011708,3.775,1.3
38719,23.583333,0.014583,3.333333,0.8375
38719,23.583333,0.014583,3.333333,1.029167
38719,23.583333,0.014583,3.3125,0.8375
38719,23.583333,0.014583,3.3125,1.029167
38720,26.75,0.011333,3.083333,0.983333
38720,26.75,0.011333,3.083333,0.866667
38720,26.75,0.011333,3.075,0.983333
38720,26.75,0.011333,3.075,0.866667
38721,37.333333,0.005,4.125,1.575
38721,37.333333,0.005,4.125,1.454167
38721,37.333333,0.005,4.1,1.575
38721,37.333333,0.005,4.1,1.454167
38722,32.375,0.01175,4.125,1.541667
38722,32.375,0.01175,4.125,1.775
38722,32.375,0.01175,4.1,1.541667
38722,32.375,0.01175,4.1,1.775
38723,24.25,0.018375,3.833333,1.140909
38723,24.25,0.018375,3.833333,0.854167
38723,24.25,0.018375,3.8,1.140909
38723,24.25,0.018375,3.8,0.854167
38724,31.458333,0.009625,4.208333,1.375
38724,31.458333,0.009625,4.208333,1.383333
38724,31.458333,0.009625,4.175,1.375
38724,31.458333,0.009625,4.175,1.383333
38725,35.125,0.008417,4.208333,1.720833
38725,35.125,0.008417,4.208333,1.7125
38725,35.125,0.008417,4.2,1.720833
38725,35.125,0.008417,4.2,1.7125
38726,33.041667,0.010583,4.375,1.5875
38726,33.041667,0.010583,4.375,1.754167
38726,33.041667,0.010583,4.35,1.5875
38726,33.041667,0.010583,4.35,1.754167
38727,36.590909,0.009583,4.625,1.85
38727,36.590909,0.009583,4.625,1.704167
38727,36.590909,0.009583,4.6,1.85
38727,36.590909,0.009583,4.6,1.704167
38728,40.708333,0.006333,4.458333,1.6875
38728,40.708333,0.006333,4.458333,1.708333
38728,40.708333,0.006333,4.4375,1.6875
38728,40.708333,0.006333,4.4375,1.708333
38729,39.416667,0.006958,4.727273,1.533333
38729,39.416667,0.006958,4.727273,1.541667
38729,39.416667,0.006958,4.742857,1.533333
38729,39.416667,0.006958,4.742857,1.541667
38730,43.208333,0.006625,5.083333,1.816667
38730,43.208333,0.006625,5.083333,1.7375
38730,43.208333,0.006625,5.0625,1.816667
38730,43.208333,0.006625,5.0625,1.7375
38731,41.666667,0.008917,4.708333,1.641667
38731,41.666667,0.008917,4.708333,1.733333
38731,41.666667,0.008917,4.6625,1.641667
38731,41.666667,0.008917,4.6625,1.733333
38732,16.958333,0.026875,3.083333,0.675
38732,16.958333,0.026875,3.083333,0.95
38732,16.958333,0.026875,3.0625,0.675
38732,16.958333,0.026875,3.0625,0.95
38733,17.833333,0.0175,2.75,0.570833
38733,17.833333,0.0175,2.75,0.533333
38733,17.833333,0.0175,2.7375,0.570833
38733,17.833333,0.0175,2.7375,0.533333
38734,34.958333,0.007125,4.25,1.422727
38734,34.958333,0.007125,4.25,1.204167
38734,34.958333,0.007125,4.225,1.422727
38734,34.958333,0.007125,4.225,1.204167
38735,36.041667,0.0065,5.25,1.116667
38735,36.041667,0.0065,5.25,1.170833
38735,36.041667,0.0065,5.2,1.116667
38735,36.041667,0.0065,5.2,1.170833
38736,25.583333,0.015083,3.041667,0.6875
38736,25.583333,0.015083,3.041667,0.795833
38736,25.583333,0.015083,3.0125,0.6875
38736,25.583333,0.015083,3.0125,0.795833
38737,37.958333,0.008042,4.25,1.345833
38737,37.958333,0.008042,4.25,1.166667
38737,37.958333,0.008042,4.225,1.345833
38737,37.958333,0.008042,4.225,1.166667
38738,36.208333,0.009917,4.5,1.4125
38738,36.208333,0.009917,4.5,1.5375
38738,36.208333,0.009917,4.475,1.4125
38738,36.208333,0.009917,4.475,1.5375
38739,34.458333,0.009958,4.208333,1.383333
38739,34.458333,0.009958,4.208333,1.366667
38739,34.458333,0.009958,4.175,1.383333
38739,34.458333,0.009958,4.175,1.366667
38740,30.909091,0.019625,4.166667,1.2125
38740,30.909091,0.019625,4.166667,1.383333
38740,30.909091,0.019625,4.125,1.2125
38740,30.909091,0.019625,4.125,1.383333
38741,16.416667,0.027542,3.375,0.495833
38741,16.416667,0.027542,3.375,0.520833
38741,16.416667,0.027542,3.375,0.495833
38741,16.416667,0.027542,3.375,0.520833
38742,28.166667,0.016167,3.25,0.795833
38742,28.166667,0.016167,3.25,0.725
38742,28.166667,0.016167,3.225,0.795833
38742,28.166667,0.016167,3.225,0.725
38743,37.75,0.010792,3.636364,1.233333
38743,37.75,0.010792,3.636364,1.083333
38743,37.75,0.010792,3.628571,1.233333
38743,37.75,0.010792,3.628571,1.083333
38744,33.25,0.013917,3.5,1.020833
38744,33.25,0.013917,3.5,1.125
38744,33.25,0.013917,3.4875,1.020833
38744,33.25,0.013917,3.4875,1.125
38745,30.708333,0.013958,3.666667,1.183333
38745,30.708333,0.013958,3.666667,1.108333
38745,30.708333,0.013958,3.65,1.183333
38745,30.708333,0.013958,3.65,1.108333
38746,32,0.014167,3.416667,1.170833
38746,32,0.014167,3.416667,1.204167
38746,32,0.014167,3.3875,1.170833
38746,32,0.014167,3.3875,1.204167
38747,38.208333,0.01125,3.791667,1.454167
38747,38.208333,0.01125,3.791667,1.329167
38747,38.208333,0.01125,3.7875,1.454167
38747,38.208333,0.01125,3.7875,1.329167
38748,35.5,0.012333,3.458333,1.166667
38748,35.5,0.012333,3.458333,1.308333
38748,35.5,0.012333,3.425,1.166667
38748,35.5,0.012333,3.425,1.308333
38749,34.291667,0.010125,3.375,1.079167
38749,34.291667,0.010125,3.375,1.05
38749,34.291667,0.010125,3.3625,1.079167
38749,34.291667,0.010125,3.3625,1.05
38750,35.666667,0.011333,3.708333,1.283333
38750,35.666667,0.011333,3.708333,1.291667
38750,35.666667,0.011333,3.6875,1.283333
38750,35.666667,0.011333,3.6875,1.291667
38751,41.25,0.00925,4.625,1.565217
38751,41.25,0.00925,4.625,1.583333
38751,41.25,0.00925,4.6125,1.565217
38751,41.25,0.00925,4.6125,1.583333
38752,35.875,0.012292,3.958333,1.558333
38752,35.875,0.012292,3.958333,1.475
38752,35.875,0.012292,3.9375,1.558333
38752,35.875,0.012292,3.9375,1.475
38753,33.416667,0.010542,3.541667,1.2125
38753,33.416667,0.010542,3.541667,1.366667
38753,33.416667,0.010542,3.525,1.2125
38753,33.416667,0.010542,3.525,1.366667
38754,23.791667,0.021333,3.333333,0.858333
38754,23.791667,0.021333,3.333333,0.870833
38754,23.791667,0.021333,3.3,0.858333
38754,23.791667,0.021333,3.3,0.870833
38755,29.318182,0.0155,3.791667,1.208333
38755,29.318182,0.0155,3.791667,1.1
38755,29.318182,0.0155,3.75,1.208333
38755,29.318182,0.0155,3.75,1.1
38756,29.166667,0.014875,3.583333,1.066667
38756,29.166667,0.014875,3.583333,1.2
38756,29.166667,0.014875,3.55,1.066667
38756,29.166667,0.014875,3.55,1.2
38757,37.208333,0.007375,4.636364,1.4875
38757,37.208333,0.007375,4.636364,1.441667
38757,37.208333,0.007375,4.685714,1.4875
38757,37.208333,0.007375,4.685714,1.441667
38758,30.583333,0.012917,3.875,0.929167
38758,30.583333,0.012917,3.875,0.908333
38758,30.583333,0.012917,3.85,0.929167
38758,30.583333,0.012917,3.85,0.908333
38759,30.083333,0.018375,5.083333,1.291667
38759,30.083333,0.018375,5.083333,1.308333
38759,30.083333,0.018375,5.0375,1.291667
38759,30.083333,0.018375,5.0375,1.308333
38760,27.583333,0.017583,4.833333,1.066667
38760,27.583333,0.017583,4.833333,1.025
38760,27.583333,0.017583,4.8125,1.066667
38760,27.583333,0.017583,4.8125,1.025
38761,40.75,0.011917,5.958333,1.545833
38761,40.75,0.011917,5.958333,1.566667
38761,40.75,0.011917,5.925,1.545833
38761,40.75,0.011917,5.925,1.566667
38762,37.125,0.01175,5.583333,1.308333
38762,37.125,0.01175,5.583333,1.325
38762,37.125,0.01175,5.55,1.308333
38762,37.125,0.01175,5.55,1.325
38763,21,0.026667,4,0.521739
38763,21,0.026667,4,0.741667
38763,21,0.026667,3.975,0.521739
38763,21,0.026667,3.975,0.741667
38764,26.916667,0.02025,3.791667,0.620833
38764,26.916667,0.02025,3.791667,0.491667
38764,26.916667,0.02025,3.7875,0.620833
38764,26.916667,0.02025,3.7875,0.491667
38765,40.875,0.009292,4.166667,1.104167
38765,40.875,0.009292,4.166667,1.041667
38765,40.875,0.009292,4.15,1.104167
38765,40.875,0.009292,4.15,1.041667
38766,27.166667,0.020375,4.708333,1.070833
38766,27.166667,0.020375,4.708333,1.266667
38766,27.166667,0.020375,4.6875,1.070833
38766,27.166667,0.020375,4.6875,1.266667
38767,26.416667,0.01725,3.5,0.920833
38767,26.416667,0.01725,3.5,0.779167
38767,26.416667,0.01725,3.4875,0.920833
38767,26.416667,0.01725,3.4875,0.779167
38768,29.791667,0.014208,4,1.045833
38768,29.791667,0.014208,4,1.0875
38768,29.791667,0.014208,3.9625,1.045833
38768,29.791667,0.014208,3.9625,1.0875
38769,34.318182,0.013417,3.708333,1.020833
38769,34.318182,0.013417,3.708333,1.029167
38769,34.318182,0.013417,3.675,1.020833
38769,34.318182,0.013417,3.675,1.029167
38770,37.541667,0.012167,3.875,1.090909
38770,37.541667,0.012167,3.875,1.016667
38770,37.541667,0.012167,3.85,1.090909
38770,37.541667,0.012167,3.85,1.016667
38771,40.791667,0.009417,3.909091,1.25
38771,40.791667,0.009417,3.909091,1.241667
38771,40.791667,0.009417,3.942857,1.25
38771,40.791667,0.009417,3.942857,1.241667
38772,38.375,0.0135,3.666667,1.2
38772,38.375,0.0135,3.666667,1.183333
38772,38.375,0.0135,3.625,1.2
38772,38.375,0.0135,3.625,1.183333
38773,34,0.017042,3.375,1.179167
38773,34,0.017042,3.375,1.108333
38773,34,0.017042,3.35,1.179167
38773,34,0.017042,3.35,1.108333
38774,33,0.016958,3.166667,1.045833
38774,33,0.016958,3.166667,1.220833
38774,33,0.016958,3.15,1.045833
38774,33,0.016958,3.15,1.220833
38775,39.041667,0.014042,3.375,1.133333
38775,39.041667,0.014042,3.375,1.0375
38775,39.041667,0.014042,3.35,1.133333
